0_position_x,0_position_y,0_score,1_position_x,1_position_y,1_score,2_position_x,2_position_y,2_score,3_position_x,3_position_y,3_score,4_position_x,4_position_y,4_score,5_position_x,5_position_y,5_score,6_position_x,6_position_y,6_score,7_position_x,7_position_y,7_score,8_position_x,8_position_y,8_score,9_position_x,9_position_y,9_score,10_position_x,10_position_y,10_score,11_position_x,11_position_y,11_score,12_position_x,12_position_y,12_score,13_position_x,13_position_y,13_score,14_position_x,14_position_y,14_score,15_position_x,15_position_y,15_score,16_position_x,16_position_y,16_score,img_height,img_width,pose_score,label
214.9046157,113.5878142,0.999630094,226.4346677,98.88229431,0.999088526,202.9945702,101.2264746,0.995371163,261.6890967,90.14619793,0.994726479,198.1028308,97.94784074,0.165160716,304.7515921,150.7068752,0.98209554,194.6390848,161.2874331,0.99226898,287.5842805,195.2924356,0.975396991,143.7033757,199.5876476,0.957905233,211.815232,216.5111216,0.939078629,103.5369227,229.3951119,0.937967598,325.2560268,285.3367987,0.992528319,251.3993124,283.697474,0.845788836,323.2122007,341.3617202,0.676873446,173.6362314,323.0779076,0.911578894,351.9332245,472.6852494,0.661585867,233.0929537,449.8045397,0.899775624,523,444,0.87804829,squrthi
91.99181606,39.66543092,0.943056107,96.67731259,35.02986733,0.939027011,92.32645781,35.0417471,0.195429221,107.3748433,39.53247925,0.976650894,107.0526897,39.43449527,0.0832354575,109.5232095,62.1888974,0.978469968,118.0793429,59.1718484,0.768274784,70.37339646,85.8294578,0.975429654,76.51522032,86.58182321,0.416535139,88.5846465,58.61897533,0.663997233,90.89476779,58.6471237,0.347467601,152.6665932,120.3403225,0.906657219,155.2282078,119.8036216,0.826724946,91.05751364,124.2601608,0.954348326,95.7813659,123.6697965,0.587573886,123.2814115,177.1191539,0.77726084,120.4369566,176.6763208,0.856858611,224,224,0.717470406,squrthi
94.18311307,37.18033158,0.980809093,99.01120672,31.51730929,0.973468721,94.44823839,33.53524745,0.322020829,109.5658078,34.8964535,0.977872491,108.8154705,35.38673585,0.0770830438,112.377506,58.7123311,0.979947448,119.1885336,52.90592369,0.85109508,72.62707472,84.97087602,0.947029233,75.50465862,84.92138197,0.419343263,84.21174117,56.86632873,0.535625696,88.92157576,55.69944152,0.529242754,148.0445286,118.0685969,0.89919126,155.8399976,116.629366,0.818390787,91.80053616,122.8521705,0.954456687,94.57597333,122.6506566,0.664742529,121.1312166,176.5576495,0.751326442,120.6293337,175.1726008,0.802781403,224,224,0.734378045,squrthi
96.08180136,37.02750049,0.976938426,100.5386464,31.70558683,0.959499776,95.29776987,33.15486875,0.28421095,109.5364691,36.19680442,0.97743988,104.7308915,35.16034862,0.0717064589,115.0264052,57.30600985,0.979377151,116.8334999,53.31693443,0.84973073,72.22092162,83.09733706,0.931278527,75.55493069,81.20154141,0.480946988,92.41817109,56.65429498,0.556498289,90.30396458,53.17580025,0.522214472,151.5514576,118.9659001,0.918188632,155.2956229,116.846959,0.845587432,92.61346744,121.93936,0.949600577,94.16406155,121.6202787,0.641695797,123.2794964,176.1381836,0.754817188,120.7544686,175.7427632,0.794512868,224,224,0.734955538,squrthi
93.93842906,37.10755012,0.984347224,99.20267947,31.80816912,0.975753009,93.71953277,33.05542182,0.32511282,109.001803,36.63768249,0.975057721,102.7393063,35.26245545,0.0715242624,113.7601342,57.52004518,0.983050525,117.4520059,52.52449766,0.886211276,73.54893547,83.1014732,0.957978666,77.06190247,80.97168634,0.400824755,88.32241382,52.30477015,0.551037669,91.57910631,50.68636194,0.488714993,149.2043505,118.7858649,0.90414077,155.3943717,117.6468701,0.842895329,91.59326362,122.353679,0.967087209,94.7422901,122.1013877,0.537589967,122.6276618,176.3420648,0.737658083,119.942854,176.2428905,0.814423144,224,224,0.729612201,squrthi
92.49772864,35.72587283,0.976213932,97.71269113,30.37599699,0.956850708,98.36904753,29.52084647,0.315814704,109.0581596,34.13571939,0.976439238,102.5424007,34.71255149,0.0686418861,113.1501531,56.05779958,0.975883901,113.939132,51.89627301,0.791537046,72.04525531,82.79129586,0.884590089,74.71176302,80.76972694,0.440026373,91.03310908,51.93493795,0.677605987,90.97515655,50.14025499,0.554210663,151.376197,116.8136039,0.912191927,155.8041422,114.8522218,0.792616487,92.31981472,121.7280843,0.954538703,92.62356176,121.1809168,0.779612303,118.8440901,173.3550926,0.796088398,121.5345768,176.0393551,0.821478486,224,224,0.745549461,squrthi
92.0560393,37.9179678,0.968864799,96.57054429,32.64037468,0.962507844,97.7525896,31.34272024,0.260872275,106.5424548,35.98508985,0.981323719,106.5746462,34.46006401,0.0555830784,112.5006061,55.35133071,0.984785438,117.3226019,51.67859029,0.822306573,71.74808487,83.55211975,0.963830054,75.31446262,81.28266165,0.314019859,88.67633318,53.23419166,0.609758079,90.93483915,52.41465053,0.541158199,151.6450328,114.1450746,0.890750766,157.8378336,112.1470791,0.808526456,92.30402823,122.5406964,0.962170362,96.27671867,122.2670328,0.544166446,118.5512353,173.0665734,0.800050676,121.5492195,175.6743905,0.836575031,224,224,0.723955862,squrthi
91.04467963,37.04426118,0.963838696,95.86334395,31.67711595,0.957189977,94.14776303,32.17317693,0.285668582,106.7645629,36.87351901,0.99024713,101.1934734,35.49481082,0.0405704938,114.0096193,55.50147197,0.980922282,112.9221733,53.80279137,0.835623503,72.83350274,84.78318033,0.93140471,75.70083939,83.15711162,0.447787911,91.39744194,52.95637198,0.751281261,92.39879374,53.09706395,0.629639149,153.2422882,116.3588145,0.891128778,154.4044907,115.0758394,0.793420792,93.85655741,121.7294542,0.951868355,94.01978869,121.5722808,0.731397808,124.4259921,175.9232372,0.780226529,121.7010598,175.4571433,0.833761752,224,224,0.752704571,squrthi
92.44290149,42.41176549,0.951930642,97.24399718,37.37537856,0.946288943,92.13259781,36.77179786,0.214178026,106.6247853,39.40943903,0.986658216,104.2774387,38.86320573,0.101429954,113.7856027,60.00673049,0.979366481,115.217572,57.30842371,0.827715218,76.21163287,86.12918839,0.933961034,78.27846661,85.30170081,0.609714746,90.23793261,57.62539044,0.691834807,92.15531999,55.74819744,0.609897017,152.4772617,119.2452027,0.918314874,155.5721326,117.3098743,0.856948614,95.84653339,121.7118989,0.946982741,96.6068918,121.5729591,0.742646098,119.6680333,173.2210869,0.773699105,122.5273969,175.8164423,0.843657494,224,224,0.76089553,squrthi
93.08314556,45.30317088,0.976139247,94.90233615,38.8085947,0.963105798,91.14804327,39.26316127,0.496599823,105.7654255,40.28353466,0.984384298,103.2575009,41.05341217,0.102942012,114.6502291,60.95763068,0.972997308,115.8797669,58.49725176,0.802062988,78.40638109,87.61250038,0.887363851,78.10426325,85.94201803,0.70825392,88.18934578,60.57220483,0.801610589,90.49965991,63.05843796,0.711537778,153.2499886,118.9367875,0.901960313,154.1659111,117.2706541,0.868337274,95.83274847,121.730332,0.956476212,97.1472035,121.3989353,0.682247698,119.1737844,173.0456799,0.821804702,121.0915708,175.0386616,0.806531131,224,224,0.790844408,squrthi
