0_position_x,0_position_y,0_score,1_position_x,1_position_y,1_score,2_position_x,2_position_y,2_score,3_position_x,3_position_y,3_score,4_position_x,4_position_y,4_score,5_position_x,5_position_y,5_score,6_position_x,6_position_y,6_score,7_position_x,7_position_y,7_score,8_position_x,8_position_y,8_score,9_position_x,9_position_y,9_score,10_position_x,10_position_y,10_score,11_position_x,11_position_y,11_score,12_position_x,12_position_y,12_score,13_position_x,13_position_y,13_score,14_position_x,14_position_y,14_score,15_position_x,15_position_y,15_score,16_position_x,16_position_y,16_score,img_height,img_width,pose_score,label
20.51277321,129.5418003,0.802567363,20.80548499,121.5719217,0.83971405,15.04353113,126.1299493,0.588463962,25.15725411,117.2120699,0.935588062,21.98658936,121.5763239,0.153028697,45.27974716,134.0530137,0.972571909,41.10245404,129.2384921,0.679562688,51.90844869,175.6353964,0.693993628,51.62856094,175.0118099,0.352860868,200.7618422,172.5067979,0.270677626,200.0508515,176.4425025,0.2715078,98.20525767,144.1318188,0.251208544,65.58847295,165.2490671,0.176722154,53.88309369,177.830118,0.345243812,53.8861692,172.9079504,0.390432835,204.4785707,173.8572946,0.687811732,204.4058358,174.8124107,0.618231177,224,224,0.531187465,pushupready
27.08927258,123.9456013,0.532141566,24.78896133,117.5578965,0.540048242,23.2351288,122.7681177,0.301858932,28.19232059,111.6886058,0.817607343,26.17985018,120.7242522,0.368489563,55.10287962,117.4011487,0.870264351,44.03882833,119.5502531,0.496029228,46.30010725,166.7470019,0.661635876,45.96232017,163.7010199,0.461352944,186.4906657,165.9394303,0.26624608,183.1482779,166.4031702,0.0760670006,105.110439,147.5039442,0.0842000321,68.26709649,145.85518,0.147532567,45.98160443,162.3075925,0.714054108,45.10837991,162.3489672,0.722778022,39.09413474,201.7542102,0.610019326,39.27609835,200.1315262,0.639041483,224,224,0.488786274,pushupready
26.08658253,125.4122956,0.651084006,22.51723566,118.775212,0.643713295,23.06715957,124.0506673,0.429543853,27.22366559,111.9670971,0.860057771,24.32359557,123.1605324,0.442232043,54.88518693,116.3331332,0.897342801,48.31057775,124.2494414,0.512512684,50.37728846,165.8622135,0.679679871,46.04055774,165.1128139,0.524984837,33.16907593,156.5680117,0.108978502,19.21458678,138.6235029,0.081821382,111.207264,150.3401667,0.0915829837,67.65792004,146.7520576,0.131381929,46.14555389,163.4125806,0.654057324,44.8809387,163.1726312,0.648479044,38.85528921,202.5788318,0.597677588,39.41995227,201.4375893,0.610244095,224,224,0.50384553,pushupready
28.06765118,123.5283165,0.800076962,25.69161595,116.2442128,0.76469475,24.21322976,121.8196247,0.579013288,30.05745427,108.3377196,0.849991083,23.447382,123.4123849,0.543958783,54.91859858,116.1334281,0.900969207,45.80440536,125.8528146,0.551593184,49.56846672,163.678424,0.810723186,51.00380413,163.1808769,0.463828892,190.0938564,166.7058533,0.16236566,36.67261692,190.1431177,0.101826027,105.0729743,147.9822338,0.0746856704,67.81137619,148.0684544,0.128008619,179.8897966,159.1880909,0.713963747,44.83492579,162.5328193,0.512957513,39.71797055,199.0476578,0.573223829,39.72070028,198.7946616,0.569646537,224,224,0.535383938,pushupready
26.03649831,125.8380521,0.865259826,20.88171268,120.2418664,0.830068052,24.18610545,128.1706761,0.297777742,32.605407,114.471085,0.812742352,23.52634605,127.8660912,0.0640847757,57.88965794,116.0851376,0.931448877,53.22427689,124.0883181,0.672170937,174.8662071,157.1359398,0.506313264,54.37176015,166.0242013,0.351820856,196.0323444,162.4607095,0.114959933,36.44681487,194.2538436,0.0581913181,107.9411222,146.8316152,0.149651006,92.43377804,149.7085474,0.167460039,183.6997146,159.1420746,0.56085211,45.37905444,165.9069397,0.697401643,40.99525683,200.6521481,0.727982819,39.87947623,201.125703,0.611980736,224,224,0.495303899,pushupready
26.67239843,126.9856385,0.925964832,21.26042062,119.8835383,0.901036084,22.54674224,129.3913432,0.432904035,33.22740084,111.9017966,0.865537465,32.02019955,123.2769296,0.0641624257,55.89456165,119.1550986,0.938550532,51.97060718,126.3448957,0.62316829,175.4962438,156.944999,0.570795178,53.32202813,167.4043026,0.327406108,196.907597,163.6292425,0.166027322,201.2632729,170.1504609,0.0657863021,98.47764451,122.6388201,0.0787570849,65.46711511,148.3299755,0.0804517493,184.8595631,159.1849522,0.599227428,45.4400592,166.1207955,0.653255582,40.60735395,201.5520314,0.650154293,40.44745752,201.5853865,0.536681116,224,224,0.498815637,pushupready
25.03511659,126.4969487,0.976636946,24.36050332,119.4024026,0.931175888,19.20507433,127.3225677,0.797553718,34.49513144,111.2132887,0.863901854,15.30833393,122.6667224,0.0968577489,54.7285921,117.4321498,0.934679806,48.43171947,126.1803278,0.651818633,126.0131,129.3761552,0.605531573,47.51080299,168.1081115,0.331653118,197.1660194,163.7941163,0.139034033,34.87461241,194.8274505,0.0835547671,106.2293715,146.8377063,0.112951621,59.23764097,148.0078087,0.0997379795,184.7613996,159.6081419,0.51811856,48.2935677,161.267599,0.551326752,40.54673156,200.2652526,0.683374286,40.01538371,200.6144307,0.496174872,224,224,0.522004833,pushupready
24.2447429,128.110097,0.910123885,20.55081307,120.2986685,0.839365005,21.91278385,128.4631718,0.421312809,30.51473061,111.0089154,0.84545809,13.39334961,119.2963259,0.0638401881,57.02398753,114.5655114,0.914914429,48.34917287,117.8253093,0.626360536,174.9721509,157.2060015,0.739248216,47.67648137,164.1294097,0.459468484,192.3262954,166.3966402,0.195553824,19.81539454,134.2019147,0.0735857561,107.5999438,147.1265047,0.160079077,90.42332084,139.3105013,0.113224506,184.6357194,159.6996956,0.537560463,46.94450408,160.4767715,0.710862339,39.97485684,200.0582195,0.644907773,40.85942582,200.9970304,0.512252092,224,224,0.515771616,pushupready
26.76390224,119.8585751,0.872419536,27.02097472,114.9315931,0.874866486,26.57982068,120.0655152,0.459830821,33.3886505,106.0307902,0.904768288,26.91816967,118.307868,0.251912892,54.97583958,114.7390431,0.891270161,54.34345219,124.683324,0.510930359,127.256948,131.876499,0.646371007,47.25144964,160.5118023,0.510663331,198.890112,163.6640606,0.149668217,20.71504348,112.9845346,0.0643424839,111.3658936,148.5816152,0.123224884,55.29905042,142.647649,0.166900843,46.36489571,162.1563773,0.700502515,46.2681652,162.2743704,0.809711277,39.85054319,201.0421423,0.751881242,39.94514246,200.4960919,0.68936342,224,224,0.551683986,pushupready
26.09300618,123.4706765,0.773878694,24.36186319,116.8935338,0.719654918,25.8464669,123.0384963,0.306561381,30.76789304,108.0210854,0.839882493,38.11763303,102.3788635,0.157856658,53.61948451,116.6431177,0.892824173,54.44458483,115.3220528,0.659784257,125.721123,128.1175048,0.730910659,48.34523289,161.744266,0.335235089,193.0947266,164.2338772,0.175814196,22.25184103,111.3072629,0.0647821724,101.7329605,127.2137912,0.103285141,56.06288664,144.3960531,0.116581999,46.25594297,163.0665943,0.595921159,46.91342982,162.8991937,0.647726297,39.87183567,200.7504446,0.583741426,39.30584931,199.9915757,0.578766882,224,224,0.487247506,pushupready
