0_position_x,0_position_y,0_score,1_position_x,1_position_y,1_score,2_position_x,2_position_y,2_score,3_position_x,3_position_y,3_score,4_position_x,4_position_y,4_score,5_position_x,5_position_y,5_score,6_position_x,6_position_y,6_score,7_position_x,7_position_y,7_score,8_position_x,8_position_y,8_score,9_position_x,9_position_y,9_score,10_position_x,10_position_y,10_score,11_position_x,11_position_y,11_score,12_position_x,12_position_y,12_score,13_position_x,13_position_y,13_score,14_position_x,14_position_y,14_score,15_position_x,15_position_y,15_score,16_position_x,16_position_y,16_score,img_height,img_width,pose_score,label
81.90397389,30.61903185,0.997260451,88.69830394,25.79637104,0.995815575,80.33097679,27.29264837,0.991151214,95.66901181,29.3742196,0.87734282,77.33482129,32.69758576,0.752247274,108.3073968,51.56700758,0.982154727,62.97931264,52.86883474,0.983103633,131.6881783,30.9686721,0.896813154,37.81334737,31.56701613,0.952245116,168.364938,121.5351088,0.327863544,30.72756566,25.41279881,0.473600656,101.3517639,129.2911847,0.990707874,66.7604838,129.2966242,0.98227793,82.91822619,195.5976373,0.898003876,97.61605039,198.6431139,0.782821536,180.9739311,141.7038508,0.435073107,73.59745201,228.755924,0.528033614,224,224,0.814500947,steamready
115.6302818,59.34244095,0.941545129,118.4840197,55.61157179,0.935902894,111.9029802,54.75209894,0.869579315,122.9413436,56.95154521,0.583492041,107.4755204,57.15432917,0.720849633,131.6682556,71.43196931,0.9637205,97.81151299,73.34986872,0.974254727,157.6678662,69.3464764,0.910039663,76.08063955,69.42236993,0.953497112,135.3227425,55.92156626,0.59229964,92.82756927,58.72594977,0.67834115,106.1353375,122.5489022,0.976440251,127.2054657,125.8929923,0.989493251,97.63515511,167.5489877,0.950024247,127.2932024,167.8002284,0.97115773,90.87717922,203.7701867,0.828057349,133.9879393,202.9013178,0.879178524,224,224,0.865757244,steamready
115.2999491,59.63376626,0.911103487,118.2762418,55.89410947,0.914743543,112.0862472,55.12409563,0.838577747,121.7612666,57.26309905,0.557099342,108.0810461,56.43777929,0.624157965,131.1485648,71.71121204,0.932144225,97.14470319,72.75965068,0.960012376,157.4058529,68.6419027,0.88108784,75.58056546,68.08043151,0.946031928,134.0572695,54.77976521,0.52410841,94.81589612,54.72772763,0.621856213,107.1719263,122.6729865,0.974221587,127.1395667,126.0113179,0.985688567,97.13698949,169.0560991,0.951170683,127.7854298,168.4782363,0.962704778,92.46943397,208.1774247,0.816079557,133.9318952,203.8867301,0.882940531,224,224,0.84021934,steamready
115.8359584,57.62408709,0.872733057,118.7213491,55.40880445,0.847804666,112.905509,54.02317056,0.782052159,120.7099951,57.66187093,0.611751616,118.1477687,57.21816672,0.581847787,104.5522394,75.50420644,0.883456409,99.18758455,73.50218112,0.891440451,156.4165039,70.9205042,0.743468404,75.74545917,68.0285768,0.947282076,135.2126227,55.53659259,0.511805952,93.85626482,54.6828884,0.574664891,101.5642232,123.1725818,0.978458226,128.1396085,125.9577209,0.991322458,97.34027883,167.52715,0.944216013,127.4693409,167.1174725,0.973066747,92.71079976,207.4819811,0.787815809,133.2616675,204.6895272,0.891254425,224,224,0.812614185,steamready
115.36247,58.49517039,0.910149455,118.0413196,55.99253899,0.906761765,112.4352524,54.45522442,0.855118454,120.7291464,57.16425059,0.619286478,117.1891681,57.71699732,0.636111557,130.9230587,71.12299558,0.901126683,97.38514466,72.31235561,0.951518834,158.1241583,68.68255259,0.827213347,76.5312063,69.12211401,0.944456518,135.2746383,53.88876925,0.4539572,93.1015055,55.35157342,0.619216561,104.8808299,122.2603698,0.972718894,127.0929387,125.7133029,0.990549743,97.45377667,166.0123913,0.960905433,126.6615299,166.9862863,0.973921478,93.55750509,205.2582533,0.80739367,133.854306,203.843826,0.884938478,224,224,0.836196738,steamready
115.3240345,58.57569879,0.851714194,117.8652344,56.78143809,0.825057745,112.897649,54.71784611,0.814464033,120.1587047,57.33002208,0.592993677,118.1733303,57.73723249,0.608905971,103.2994209,75.22185828,0.862628341,127.2112244,72.58575321,0.881681561,156.5390321,71.41309069,0.679904342,76.72564484,69.15747735,0.938307941,103.9435684,59.10255806,0.37234056,94.0989273,56.98758018,0.522665322,102.0466356,123.7919257,0.985268533,127.8628329,125.7430539,0.992136598,97.19723618,166.8484105,0.963046074,127.4363315,167.6890047,0.965669513,93.39301036,206.8170731,0.830295622,135.3591698,204.3119946,0.879242599,224,224,0.798018978,steamready
115.8562933,60.31109595,0.940755725,118.8474283,56.81872986,0.934503078,112.7706788,55.39234966,0.890027583,122.3340889,57.5574101,0.58307606,108.0908213,57.53881741,0.690122247,130.7850233,72.29893642,0.93286705,97.75714468,72.94355602,0.955610394,157.0298099,69.89917657,0.891958535,76.09047453,69.53530254,0.935441792,136.1806261,55.2090694,0.594116688,92.86369068,58.99842971,0.548654199,104.3752964,122.9267806,0.965612829,127.6484451,126.2679315,0.989123166,98.00502056,168.3796206,0.954971731,127.7120965,167.5651599,0.963088989,93.27193846,206.8761229,0.829162896,135.5750604,202.4068827,0.874554336,224,224,0.851391017,steamready
116.0877842,58.79620433,0.900546849,118.7934456,56.84736366,0.877947271,113.1734405,54.77950254,0.858074844,121.3181941,57.88090022,0.564349353,109.4581684,56.96601506,0.650357366,131.2010712,72.26211678,0.908423603,98.32589069,73.58977155,0.942995489,157.3698113,69.43955952,0.818426967,77.18140503,69.70261012,0.925338984,136.6504704,57.0287554,0.535575569,93.41881802,58.47931739,0.682834864,105.4587925,123.2210983,0.971182585,127.2968199,126.5462898,0.99014312,98.81348986,166.0507737,0.946598053,127.5868951,167.903592,0.964153528,93.25731567,206.99905,0.827333927,134.5286965,203.9832977,0.894017577,224,224,0.838723526,steamready
116.2832867,61.05110614,0.97263509,119.5032128,57.03081017,0.957375765,112.5123894,56.9100774,0.954788446,125.9600882,56.86561056,0.543925047,105.4491171,57.40419998,0.743498087,133.0993871,71.82987673,0.978388488,98.58748499,72.25475552,0.985863149,161.4486849,68.50793695,0.907823026,76.72917585,64.87439012,0.95713985,136.9461181,54.5585548,0.716078043,92.82312724,58.83372219,0.666284561,126.7253807,125.5154198,0.993982375,101.5754347,125.1108892,0.983574748,99.05233539,166.7970745,0.95136106,127.6414629,168.8740158,0.970490694,92.28122625,205.2231825,0.771018982,134.6581271,204.4076179,0.864472628,224,224,0.877570591,steamready
115.8160491,60.51999103,0.970703959,119.7882474,57.41226612,0.961476445,112.4736081,56.17985564,0.947619975,125.0667216,57.72446498,0.600303352,106.3540543,57.05816057,0.716664791,131.9030714,72.04000201,0.978358805,98.17772773,72.4622874,0.985165,159.9022203,69.75338092,0.91503787,77.90422563,69.98344214,0.95206213,136.8075906,57.13542395,0.652455688,93.90736811,58.19601832,0.618232369,127.0178099,125.8047901,0.991305232,101.8107359,125.2404662,0.981238723,101.0481166,166.9200549,0.943077028,127.35966,168.5035187,0.964774013,93.26804836,206.7983607,0.788639724,134.3193758,204.5774258,0.884301186,224,224,0.873612723,steamready
